epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
60,5238.51,0.55326,1.05095,1.07115,1.09201,0,0.58751,0.50638,0.54854,0.43449,0.59932,0.51159,0.54752,0.44233,0.80041,1.62522,1.44955,1.30455,0,0.000667789,0.000667789,0.000667789
61,126.041,0.57112,1.06297,1.07925,1.10327,0,0.54628,0.54461,0.57143,0.44085,0.5551,0.54719,0.57548,0.45412,0.77129,1.57665,1.43763,1.26083,0,0.000657963,0.000657963,0.000657963
62,222.392,0.57125,1.05399,1.07591,1.09565,0,0.56162,0.55328,0.54913,0.41852,0.52498,0.56413,0.54291,0.43946,0.82,1.58339,1.5113,1.30877,0,0.000648071,0.000648071,0.000648071
63,318.428,0.55418,1.0173,1.05105,1.0873,0,0.60534,0.4894,0.53962,0.42026,0.61287,0.48566,0.53894,0.43348,0.84848,1.67085,1.62026,1.33853,0,0.000638115,0.000638115,0.000638115
64,413.101,0.5491,1.02064,1.03488,1.08208,0,0.57745,0.49072,0.55329,0.42794,0.6134,0.47237,0.54766,0.44885,0.83464,1.54715,1.51582,1.30653,0,0.000628101,0.000628101,0.000628101
65,507.766,0.55057,1.02272,1.0494,1.08673,0,0.5466,0.52732,0.55282,0.43425,0.55586,0.53481,0.55065,0.4465,0.78438,1.63415,1.46045,1.2861,0,0.000618034,0.000618034,0.000618034
66,601.892,0.54855,1.00465,1.03296,1.08658,0,0.63662,0.50788,0.5836,0.45577,0.63877,0.51284,0.57993,0.4715,0.796,1.56261,1.44595,1.3189,0,0.000607916,0.000607916,0.000607916
67,696.765,0.54543,0.99657,1.00931,1.08818,0,0.53833,0.55261,0.56938,0.4427,0.54007,0.5457,0.55812,0.4595,0.78489,1.54091,1.49765,1.28268,0,0.000597754,0.000597754,0.000597754
68,791.128,0.51862,1.00784,0.97752,1.05812,0,0.5237,0.53271,0.53122,0.42403,0.53072,0.53992,0.5279,0.43332,0.78783,1.60338,1.55061,1.28167,0,0.000587551,0.000587551,0.000587551
69,885.713,0.53597,0.97185,1.01088,1.07619,0,0.62506,0.54175,0.58165,0.45078,0.62683,0.55595,0.58404,0.47647,0.77808,1.51733,1.426,1.27186,0,0.000577311,0.000577311,0.000577311
70,979.422,0.53181,0.96265,0.98543,1.07197,0,0.61522,0.52328,0.57403,0.42973,0.61066,0.52657,0.56767,0.45424,0.80428,1.54091,1.51775,1.2951,0,0.00056704,0.00056704,0.00056704
71,1073.39,0.52778,0.99699,0.97886,1.06645,0,0.67443,0.50552,0.56304,0.42364,0.67321,0.50605,0.56452,0.45676,0.77698,1.48681,1.486,1.28621,0,0.000556742,0.000556742,0.000556742
72,1167.34,0.52531,0.94591,0.96526,1.07113,0,0.62863,0.50487,0.55201,0.42646,0.61007,0.51377,0.54413,0.44805,0.81579,1.55286,1.52462,1.31847,0,0.000546421,0.000546421,0.000546421
73,1262.79,0.52487,0.98141,0.97894,1.07453,0,0.68744,0.48326,0.55462,0.43739,0.6282,0.50734,0.55464,0.44803,0.80359,1.60864,1.59463,1.31634,0,0.000536081,0.000536081,0.000536081
74,1355.94,0.52253,0.98185,0.96103,1.07125,0,0.54695,0.55035,0.55996,0.44404,0.5627,0.5569,0.57054,0.46189,0.7606,1.47456,1.42399,1.26393,0,0.000525728,0.000525728,0.000525728
75,1449.76,0.5176,0.94002,0.91725,1.06148,0,0.58585,0.48798,0.53853,0.41607,0.60454,0.49721,0.53848,0.43937,0.80715,1.57552,1.46938,1.32512,0,0.000515366,0.000515366,0.000515366
76,1543.15,0.51931,0.9701,0.94563,1.06374,0,0.51109,0.50837,0.50403,0.38309,0.55206,0.47664,0.49473,0.40361,0.8115,1.5891,1.55199,1.30782,0,0.000505,0.000505,0.000505
77,1636.53,0.52477,0.94524,0.9431,1.07322,0,0.55722,0.54355,0.56466,0.42769,0.6492,0.48576,0.56357,0.45636,0.78937,1.57554,1.48782,1.30232,0,0.000494634,0.000494634,0.000494634
78,1730.77,0.51327,0.94414,0.91698,1.0612,0,0.54608,0.55399,0.52926,0.41533,0.55203,0.57135,0.53191,0.43961,0.84061,1.61278,1.58672,1.35566,0,0.000484272,0.000484272,0.000484272
79,1824.65,0.51679,0.9581,0.91558,1.06223,0,0.55798,0.57526,0.55032,0.43064,0.56271,0.57507,0.549,0.44877,0.80057,1.55934,1.48669,1.31068,0,0.000473919,0.000473919,0.000473919
80,1918.1,0.50038,0.93215,0.91523,1.05008,0,0.52748,0.53042,0.5597,0.44502,0.5211,0.52481,0.54926,0.46061,0.80466,1.53676,1.53524,1.3106,0,0.000463579,0.000463579,0.000463579
81,2013.64,0.50273,0.89326,0.90438,1.04736,0,0.48127,0.59076,0.53316,0.41043,0.48336,0.59309,0.53543,0.4339,0.80621,1.57282,1.4788,1.32055,0,0.000453258,0.000453258,0.000453258
82,2106.89,0.49938,0.92649,0.91956,1.05277,0,0.55558,0.56235,0.5706,0.43854,0.55986,0.52733,0.5547,0.45724,0.80717,1.55191,1.5069,1.3009,0,0.00044296,0.00044296,0.00044296
83,2199.72,0.49352,0.92629,0.87772,1.04095,0,0.5195,0.59913,0.55272,0.43735,0.52979,0.59351,0.54291,0.45253,0.80606,1.60753,1.48778,1.30971,0,0.000432689,0.000432689,0.000432689
84,2293.48,0.4926,0.89706,0.86468,1.04664,0,0.54845,0.55907,0.5502,0.42945,0.54583,0.55576,0.53951,0.44481,0.78811,1.55385,1.49886,1.28104,0,0.000422449,0.000422449,0.000422449
85,2393.29,0.48282,0.87963,0.85295,1.03639,0,0.55813,0.5344,0.54264,0.43263,0.56348,0.54007,0.53958,0.45031,0.78604,1.51301,1.47884,1.28181,0,0.000412246,0.000412246,0.000412246
86,2489,0.47499,0.87643,0.85733,1.02934,0,0.63094,0.5125,0.57384,0.44708,0.58694,0.5639,0.5715,0.4663,0.8135,1.54947,1.46705,1.34068,0,0.000402084,0.000402084,0.000402084
87,2583.22,0.48581,0.88742,0.85334,1.04134,0,0.60108,0.53365,0.55656,0.42832,0.60337,0.56544,0.55469,0.44599,0.80414,1.5345,1.43833,1.32263,0,0.000391966,0.000391966,0.000391966
88,2676.83,0.49419,0.87961,0.84374,1.04564,0,0.56585,0.5384,0.55571,0.42623,0.5992,0.54872,0.55634,0.45018,0.82347,1.57264,1.5376,1.34373,0,0.000381899,0.000381899,0.000381899
89,2771.4,0.48649,0.8781,0.8321,1.03158,0,0.60444,0.59275,0.58192,0.4529,0.604,0.59202,0.5757,0.474,0.80585,1.52251,1.42073,1.32461,0,0.000371885,0.000371885,0.000371885
